#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  25900      5.58e-01    4.48e-01      1.16e-03    1.45e-03      7.38e-02    5.93e-02    5.6e-05
  26000      5.75e-01    6.07e-01      1.98e-03    1.63e-03      7.60e-02    8.02e-02    5.6e-05
  26100      5.70e-01    5.38e-01      1.57e-03    1.15e-03      7.53e-02    7.11e-02    5.6e-05
  26200      5.63e-01    5.62e-01      2.95e-03    2.74e-03      7.43e-02    7.43e-02    5.6e-05
  26300      5.69e-01    4.61e-01      3.38e-03    1.43e-03      7.52e-02    6.10e-02    5.6e-05
  26400      5.39e-01    5.62e-01      1.78e-03    9.84e-04      7.13e-02    7.44e-02    5.6e-05
  26500      5.74e-01    6.33e-01      5.05e-03    5.33e-03      7.57e-02    8.34e-02    5.6e-05
  26600      5.76e-01    6.80e-01      1.97e-03    3.04e-04      7.61e-02    8.99e-02    5.6e-05
  26700      6.08e-01    4.81e-01      3.81e-03    3.66e-03      8.02e-02    6.34e-02    5.6e-05
  26800      5.93e-01    5.07e-01      3.94e-03    4.02e-03      7.83e-02    6.68e-02    5.6e-05
  26900      5.68e-01    5.77e-01      8.89e-04    5.43e-04      7.52e-02    7.63e-02    5.6e-05
  27000      5.76e-01    5.78e-01      1.19e-03    4.44e-04      7.61e-02    7.64e-02    5.6e-05
  27100      6.12e-01    5.57e-01      5.32e-03    5.61e-03      8.07e-02    7.33e-02    5.6e-05
  27200      6.33e-01    6.14e-01      1.23e-03    5.38e-04      8.37e-02    8.12e-02    5.6e-05
  27300      5.67e-01    5.80e-01      2.21e-03    2.40e-03      7.49e-02    7.66e-02    5.6e-05
  27400      6.02e-01    7.13e-01      9.79e-03    1.03e-02      7.87e-02    9.34e-02    5.6e-05
  27500      5.64e-01    4.71e-01      2.00e-03    5.21e-04      7.45e-02    6.23e-02    5.6e-05
  27600      5.99e-01    6.61e-01      7.79e-03    8.98e-03      7.85e-02    8.67e-02    5.6e-05
  27700      5.86e-01    4.85e-01      8.43e-03    9.13e-03      7.68e-02    6.32e-02    5.6e-05
  27800      5.56e-01    5.15e-01      3.61e-03    2.40e-03      7.34e-02    6.81e-02    5.6e-05
  27900      5.93e-01    5.50e-01      1.06e-03    7.44e-04      7.84e-02    7.28e-02    5.6e-05
  28000      5.48e-01    6.10e-01      3.36e-03    3.60e-03      7.24e-02    8.05e-02    5.6e-05
  28100      6.40e-01    4.89e-01      2.32e-03    2.17e-03      8.46e-02    6.47e-02    5.6e-05
  28200      5.70e-01    5.68e-01      2.61e-03    1.76e-03      7.53e-02    7.51e-02    5.6e-05
  28300      5.86e-01    6.27e-01      1.15e-02    1.16e-02      7.61e-02    8.17e-02    5.6e-05
  28400      6.04e-01    6.70e-01      2.45e-03    2.00e-03      7.98e-02    8.85e-02    5.6e-05
  28500      5.75e-01    4.89e-01      3.07e-03    2.59e-03      7.59e-02    6.46e-02    5.6e-05
  28600      6.21e-01    5.43e-01      5.84e-03    6.26e-03      8.18e-02    7.13e-02    5.6e-05
  28700      5.95e-01    5.42e-01      2.35e-03    3.60e-03      7.86e-02    7.15e-02    5.6e-05
  28800      5.87e-01    5.27e-01      5.68e-03    6.41e-03      7.72e-02    6.93e-02    5.6e-05
  28900      5.99e-01    6.03e-01      4.20e-03    5.44e-03      7.90e-02    7.94e-02    5.6e-05
  29000      5.52e-01    5.09e-01      5.82e-03    4.50e-03      7.26e-02    6.71e-02    5.6e-05
  29100      5.40e-01    5.95e-01      6.77e-03    4.83e-03      7.09e-02    7.84e-02    5.6e-05
  29200      6.29e-01    6.58e-01      1.71e-03    3.62e-03      8.32e-02    8.69e-02    5.6e-05
  29300      5.83e-01    5.33e-01      2.05e-03    1.59e-03      7.71e-02    7.04e-02    5.6e-05
  29400      5.76e-01    4.86e-01      2.19e-03    2.44e-03      7.61e-02    6.41e-02    5.6e-05
  29500      5.96e-01    4.64e-01      3.22e-03    3.59e-03      7.87e-02    6.11e-02    5.6e-05
  29600      5.75e-01    6.35e-01      1.11e-03    2.22e-03      7.60e-02    8.40e-02    5.6e-05
  29700      5.94e-01    5.47e-01      4.89e-03    3.06e-03      7.83e-02    7.22e-02    5.6e-05
  29800      5.80e-01    5.10e-01      1.87e-03    1.09e-03      7.66e-02    6.75e-02    5.6e-05
  29900      5.55e-01    6.15e-01      5.61e-03    4.13e-03      7.30e-02    8.12e-02    5.6e-05
  30000      4.59e-01    4.62e-01      5.28e-04    2.75e-03      8.04e-02    8.08e-02    3.2e-05
  30100      4.88e-01    4.44e-01      5.24e-03    6.71e-04      8.50e-02    7.79e-02    3.2e-05
  30200      4.83e-01    4.39e-01      1.93e-03    3.71e-04      8.46e-02    7.69e-02    3.2e-05
  30300      4.88e-01    4.37e-01      9.65e-04    1.07e-03      8.54e-02    7.66e-02    3.2e-05
  30400      4.43e-01    4.56e-01      1.46e-03    1.34e-03      7.75e-02    7.98e-02    3.2e-05
  30500      4.21e-01    4.46e-01      1.08e-03    9.08e-04      7.37e-02    7.80e-02    3.2e-05
  30600      4.86e-01    4.44e-01      1.49e-03    3.44e-04      8.51e-02    7.78e-02    3.2e-05
  30700      4.57e-01    4.25e-01      1.07e-03    4.04e-05      8.00e-02    7.44e-02    3.2e-05
  30800      3.98e-01    3.88e-01      1.76e-03    2.41e-03      6.96e-02    6.78e-02    3.2e-05
  30900      4.66e-01    4.01e-01      8.18e-04    3.78e-04      8.17e-02    7.02e-02    3.2e-05
  31000      4.21e-01    4.53e-01      5.01e-03    1.93e-03      7.32e-02    7.93e-02    3.2e-05
  31100      4.22e-01    4.19e-01      3.19e-03    2.05e-03      7.37e-02    7.34e-02    3.2e-05
  31200      4.39e-01    4.28e-01      6.70e-04    1.98e-03      7.69e-02    7.49e-02    3.2e-05
  31300      4.52e-01    4.27e-01      9.68e-04    1.12e-03      7.92e-02    7.47e-02    3.2e-05
  31400      4.50e-01    4.12e-01      9.45e-04    1.55e-04      7.88e-02    7.22e-02    3.2e-05
  31500      4.61e-01    3.96e-01      2.49e-03    2.44e-03      8.07e-02    6.93e-02    3.2e-05
  31600      4.54e-01    4.58e-01      3.42e-03    4.89e-03      7.94e-02    7.98e-02    3.2e-05
  31700      3.78e-01    3.96e-01      1.02e-03    1.74e-03      6.61e-02    6.92e-02    3.2e-05
  31800      4.20e-01    4.39e-01      1.96e-03    9.78e-04      7.35e-02    7.68e-02    3.2e-05
  31900      4.83e-01    3.85e-01      3.27e-03    4.88e-03      8.44e-02    6.69e-02    3.2e-05
  32000      4.06e-01    3.92e-01      3.06e-03    2.19e-03      7.09e-02    6.85e-02    3.2e-05
  32100      3.93e-01    4.57e-01      3.19e-03    2.72e-03      6.86e-02    8.00e-02    3.2e-05
  32200      4.66e-01    4.33e-01      3.90e-03    2.94e-03      8.13e-02    7.57e-02    3.2e-05
  32300      4.63e-01    4.39e-01      1.06e-03    2.21e-03      8.10e-02    7.67e-02    3.2e-05
  32400      4.22e-01    3.93e-01      2.51e-03    9.97e-05      7.38e-02    6.89e-02    3.2e-05
  32500      4.91e-01    3.96e-01      4.79e-03    4.36e-03      8.55e-02    6.90e-02    3.2e-05
  32600      4.43e-01    3.82e-01      1.27e-03    1.59e-03      7.76e-02    6.69e-02    3.2e-05
  32700      4.66e-01    3.85e-01      1.10e-03    1.53e-03      8.16e-02    6.74e-02    3.2e-05
  32800      3.88e-01    4.66e-01      2.43e-03    2.68e-03      6.79e-02    8.15e-02    3.2e-05
  32900      4.58e-01    4.14e-01      1.65e-03    1.57e-03      8.02e-02    7.25e-02    3.2e-05
  33000      3.90e-01    3.47e-01      6.21e-04    6.98e-04      6.83e-02    6.08e-02    3.2e-05
  33100      4.02e-01    4.56e-01      2.86e-03    9.96e-04      7.03e-02    7.98e-02    3.2e-05
  33200      4.28e-01    3.92e-01      4.15e-03    3.32e-03      7.47e-02    6.84e-02    3.2e-05
  33300      4.28e-01    4.42e-01      1.85e-03    1.39e-03      7.49e-02    7.74e-02    3.2e-05
  33400      4.92e-01    3.80e-01      7.50e-04    7.33e-04      8.61e-02    6.66e-02    3.2e-05
  33500      4.57e-01    4.19e-01      6.04e-04    3.67e-04      8.01e-02    7.35e-02    3.2e-05
  33600      4.30e-01    4.02e-01      3.07e-03    3.99e-03      7.51e-02    7.00e-02    3.2e-05
  33700      4.63e-01    4.96e-01      3.38e-04    2.92e-03      8.11e-02    8.67e-02    3.2e-05
  33800      4.50e-01    3.87e-01      8.00e-04    1.17e-03      7.88e-02    6.77e-02    3.2e-05
  33900      4.23e-01    4.42e-01      1.30e-03    1.71e-03      7.41e-02    7.73e-02    3.2e-05
  34000      4.42e-01    3.89e-01      2.85e-04    1.16e-03      7.75e-02    6.81e-02    3.2e-05
  34100      3.87e-01    3.51e-01      1.24e-03    5.15e-04      6.77e-02    6.15e-02    3.2e-05
  34200      4.53e-01    3.84e-01      1.40e-03    1.06e-03      7.92e-02    6.73e-02    3.2e-05
  34300      4.76e-01    3.88e-01      3.44e-04    5.96e-04      8.34e-02    6.79e-02    3.2e-05
  34400      4.50e-01    4.55e-01      1.82e-03    2.40e-03      7.87e-02    7.97e-02    3.2e-05
  34500      4.09e-01    3.80e-01      7.50e-04    2.25e-04      7.16e-02    6.66e-02    3.2e-05
  34600      4.55e-01    4.13e-01      3.86e-03    3.66e-03      7.94e-02    7.21e-02    3.2e-05
  34700      4.21e-01    4.46e-01      1.01e-03    2.12e-03      7.37e-02    7.80e-02    3.2e-05
  34800      4.44e-01    3.88e-01      2.07e-03    2.29e-03      7.77e-02    6.79e-02    3.2e-05
  34900      3.89e-01    4.91e-01      1.95e-04    1.70e-03      6.81e-02    8.60e-02    3.2e-05
  35000      3.24e-01    3.35e-01      1.80e-03    2.04e-04      7.47e-02    7.73e-02    1.8e-05
  35100      2.98e-01    2.74e-01      5.81e-04    7.02e-04      6.89e-02    6.32e-02    1.8e-05
  35200      3.02e-01    2.93e-01      1.49e-03    2.26e-03      6.96e-02    6.74e-02    1.8e-05
  35300      3.25e-01    3.03e-01      1.08e-03    1.23e-03      7.50e-02    6.99e-02    1.8e-05
  35400      3.14e-01    3.51e-01      8.36e-04    1.82e-03      7.24e-02    8.08e-02    1.8e-05
  35500      3.20e-01    3.10e-01      1.40e-03    2.51e-03      7.38e-02    7.13e-02    1.8e-05
  35600      3.54e-01    3.92e-01      1.53e-03    1.99e-03      8.17e-02    9.04e-02    1.8e-05
  35700      3.12e-01    3.39e-01      1.89e-03    1.11e-03      7.19e-02    7.81e-02    1.8e-05
  35800      3.24e-01    3.68e-01      2.35e-03    1.73e-03      7.46e-02    8.48e-02    1.8e-05
  35900      3.01e-01    2.82e-01      2.48e-03    2.60e-03      6.92e-02    6.47e-02    1.8e-05
  36000      3.66e-01    2.77e-01      4.59e-04    1.11e-03      8.45e-02    6.38e-02    1.8e-05
  36100      3.28e-01    3.24e-01      1.33e-03    3.10e-04      7.57e-02    7.47e-02    1.8e-05
  36200      3.23e-01    3.31e-01      7.27e-04    1.23e-03      7.45e-02    7.65e-02    1.8e-05
  36300      3.16e-01    2.55e-01      9.20e-04    6.56e-04      7.29e-02    5.89e-02    1.8e-05
  36400      3.35e-01    2.79e-01      4.41e-03    4.60e-03      7.68e-02    6.35e-02    1.8e-05
  36500      3.29e-01    3.25e-01      2.44e-03    1.74e-04      7.58e-02    7.51e-02    1.8e-05
  36600      3.30e-01    3.66e-01      3.66e-03    3.28e-03      7.57e-02    8.42e-02    1.8e-05
  36700      2.97e-01    3.44e-01      1.63e-03    1.73e-03      6.84e-02    7.92e-02    1.8e-05
  36800      3.17e-01    3.16e-01      1.63e-03    1.64e-03      7.32e-02    7.29e-02    1.8e-05
  36900      2.78e-01    2.95e-01      8.57e-04    1.31e-03      6.41e-02    6.79e-02    1.8e-05
  37000      3.49e-01    2.81e-01      9.62e-04    1.02e-03      8.06e-02    6.48e-02    1.8e-05
  37100      3.17e-01    2.88e-01      5.32e-04    1.08e-03      7.31e-02    6.64e-02    1.8e-05
  37200      3.24e-01    2.62e-01      1.99e-03    5.44e-04      7.46e-02    6.04e-02    1.8e-05
  37300      3.08e-01    3.37e-01      9.07e-04    4.05e-04      7.10e-02    7.78e-02    1.8e-05
  37400      3.43e-01    3.27e-01      9.40e-04    1.03e-03      7.91e-02    7.54e-02    1.8e-05
  37500      3.52e-01    3.01e-01      8.16e-04    4.59e-04      8.12e-02    6.96e-02    1.8e-05
  37600      3.00e-01    2.66e-01      2.54e-03    1.60e-03      6.90e-02    6.12e-02    1.8e-05
  37700      2.90e-01    2.77e-01      1.03e-03    1.72e-03      6.68e-02    6.39e-02    1.8e-05
  37800      3.15e-01    2.69e-01      5.69e-04    1.07e-04      7.28e-02    6.22e-02    1.8e-05
  37900      3.71e-01    3.24e-01      8.00e-04    3.40e-04      8.56e-02    7.48e-02    1.8e-05
  38000      3.00e-01    3.75e-01      6.87e-04    1.38e-03      6.92e-02    8.65e-02    1.8e-05
  38100      3.00e-01    2.90e-01      1.05e-03    1.02e-04      6.92e-02    6.69e-02    1.8e-05
  38200      3.29e-01    3.21e-01      7.82e-04    6.60e-04      7.60e-02    7.41e-02    1.8e-05
  38300      2.85e-01    3.32e-01      2.16e-03    2.47e-03      6.57e-02    7.66e-02    1.8e-05
  38400      3.42e-01    2.99e-01      3.33e-03    2.37e-03      7.86e-02    6.88e-02    1.8e-05
  38500      3.78e-01    3.18e-01      6.20e-04    6.69e-04      8.73e-02    7.34e-02    1.8e-05
  38600      2.90e-01    2.63e-01      2.03e-03    1.99e-03      6.69e-02    6.04e-02    1.8e-05
  38700      3.53e-01    3.17e-01      1.49e-03    7.02e-04      8.15e-02    7.32e-02    1.8e-05
  38800      3.01e-01    2.99e-01      7.62e-04    4.58e-04      6.96e-02    6.91e-02    1.8e-05
  38900      3.32e-01    2.87e-01      9.72e-04    9.01e-04      7.66e-02    6.63e-02    1.8e-05
  39000      3.45e-01    2.97e-01      2.40e-03    2.55e-03      7.95e-02    6.84e-02    1.8e-05
  39100      3.13e-01    3.42e-01      7.86e-04    5.01e-05      7.22e-02    7.91e-02    1.8e-05
  39200      3.39e-01    2.99e-01      7.35e-04    7.08e-04      7.83e-02    6.90e-02    1.8e-05
  39300      3.48e-01    3.05e-01      4.23e-03    2.71e-03      7.98e-02    7.02e-02    1.8e-05
  39400      3.26e-01    3.23e-01      9.71e-04    4.32e-04      7.52e-02    7.45e-02    1.8e-05
  39500      3.18e-01    3.29e-01      1.99e-03    1.13e-03      7.33e-02    7.60e-02    1.8e-05
  39600      3.40e-01    2.65e-01      6.43e-04    2.09e-04      7.85e-02    6.11e-02    1.8e-05
  39700      3.27e-01    3.15e-01      1.51e-03    9.71e-04      7.53e-02    7.27e-02    1.8e-05
  39800      3.10e-01    2.92e-01      6.27e-03    4.04e-03      7.01e-02    6.67e-02    1.8e-05
  39900      3.58e-01    2.86e-01      9.90e-04    1.05e-03      8.26e-02    6.60e-02    1.8e-05
  40000      2.61e-01    2.27e-01      1.97e-03    1.76e-03      7.84e-02    6.84e-02    1.0e-05
  40100      2.21e-01    2.57e-01      7.29e-04    1.31e-03      6.65e-02    7.75e-02    1.0e-05
  40200      2.43e-01    2.73e-01      2.01e-03    1.15e-03      7.32e-02    8.23e-02    1.0e-05
  40300      2.31e-01    2.61e-01      1.66e-03    7.86e-04      6.94e-02    7.87e-02    1.0e-05
  40400      2.40e-01    2.01e-01      5.75e-04    3.71e-05      7.23e-02    6.08e-02    1.0e-05
  40500      2.26e-01    2.21e-01      1.51e-03    1.39e-03      6.81e-02    6.65e-02    1.0e-05
  40600      2.39e-01    2.14e-01      8.02e-04    1.43e-03      7.20e-02    6.43e-02    1.0e-05
  40700      2.30e-01    2.33e-01      9.90e-04    9.55e-04      6.93e-02    7.04e-02    1.0e-05
  40800      2.41e-01    2.17e-01      1.78e-03    1.47e-03      7.24e-02    6.53e-02    1.0e-05
  40900      2.30e-01    2.33e-01      1.03e-03    5.34e-04      6.93e-02    7.03e-02    1.0e-05
  41000      2.42e-01    2.13e-01      1.12e-03    1.68e-04      7.29e-02    6.42e-02    1.0e-05
  41100      2.48e-01    2.37e-01      5.16e-04    1.76e-04      7.47e-02    7.13e-02    1.0e-05
  41200      2.54e-01    2.96e-01      4.15e-04    5.50e-04      7.67e-02    8.92e-02    1.0e-05
  41300      2.43e-01    2.21e-01      1.81e-03    2.35e-03      7.29e-02    6.62e-02    1.0e-05
  41400      2.31e-01    2.38e-01      1.84e-03    2.32e-03      6.93e-02    7.13e-02    1.0e-05
  41500      2.18e-01    2.58e-01      3.97e-04    6.87e-04      6.56e-02    7.77e-02    1.0e-05
  41600      2.29e-01    2.53e-01      2.61e-03    3.49e-03      6.85e-02    7.55e-02    1.0e-05
  41700      2.32e-01    2.12e-01      1.42e-04    6.92e-04      6.99e-02    6.40e-02    1.0e-05
  41800      2.34e-01    2.21e-01      1.02e-03    4.80e-04      7.05e-02    6.67e-02    1.0e-05
  41900      2.24e-01    2.31e-01      5.98e-04    8.13e-04      6.75e-02    6.98e-02    1.0e-05
  42000      2.35e-01    2.63e-01      2.84e-03    2.73e-03      7.04e-02    7.89e-02    1.0e-05
  42100      2.18e-01    2.47e-01      9.37e-04    3.98e-04      6.58e-02    7.46e-02    1.0e-05
  42200      2.38e-01    2.47e-01      5.31e-04    1.76e-04      7.17e-02    7.45e-02    1.0e-05
  42300      2.11e-01    2.22e-01      1.36e-03    2.03e-03      6.34e-02    6.67e-02    1.0e-05
  42400      2.09e-01    2.60e-01      8.05e-04    3.84e-04      6.30e-02    7.83e-02    1.0e-05
  42500      2.48e-01    2.32e-01      6.80e-04    5.69e-05      7.47e-02    7.00e-02    1.0e-05
  42600      2.57e-01    2.16e-01      1.04e-03    5.15e-04      7.74e-02    6.52e-02    1.0e-05
  42700      2.27e-01    2.31e-01      7.97e-04    6.39e-04      6.84e-02    6.97e-02    1.0e-05
  42800      2.38e-01    2.57e-01      7.78e-04    2.45e-04      7.17e-02    7.76e-02    1.0e-05
  42900      2.35e-01    2.78e-01      1.24e-03    9.80e-04      7.07e-02    8.38e-02    1.0e-05
  43000      2.34e-01    2.79e-01      1.57e-03    1.30e-03      7.05e-02    8.42e-02    1.0e-05
  43100      2.34e-01    2.37e-01      7.87e-04    4.46e-04      7.04e-02    7.16e-02    1.0e-05
  43200      2.37e-01    2.62e-01      1.73e-03    2.52e-03      7.12e-02    7.88e-02    1.0e-05
  43300      2.20e-01    2.33e-01      2.14e-04    2.79e-04      6.64e-02    7.02e-02    1.0e-05
  43400      2.35e-01    2.31e-01      1.23e-03    1.11e-03      7.09e-02    6.97e-02    1.0e-05
  43500      2.47e-01    2.23e-01      1.15e-03    3.40e-03      7.45e-02    6.65e-02    1.0e-05
  43600      2.26e-01    2.25e-01      1.28e-03    1.90e-03      6.79e-02    6.76e-02    1.0e-05
  43700      2.34e-01    2.33e-01      3.66e-04    1.18e-03      7.07e-02    7.02e-02    1.0e-05
  43800      2.55e-01    2.59e-01      5.74e-04    1.37e-03      7.68e-02    7.79e-02    1.0e-05
  43900      2.30e-01    2.29e-01      8.96e-04    8.36e-04      6.94e-02    6.91e-02    1.0e-05
  44000      2.21e-01    2.39e-01      9.58e-04    3.71e-04      6.65e-02    7.20e-02    1.0e-05
  44100      2.28e-01    2.63e-01      5.00e-04    1.11e-03      6.87e-02    7.92e-02    1.0e-05
  44200      2.20e-01    2.35e-01      1.09e-03    8.06e-04      6.63e-02    7.09e-02    1.0e-05
  44300      2.26e-01    2.38e-01      1.28e-03    2.79e-03      6.80e-02    7.13e-02    1.0e-05
  44400      2.42e-01    2.58e-01      2.27e-04    1.04e-03      7.30e-02    7.77e-02    1.0e-05
  44500      2.52e-01    2.25e-01      1.21e-03    1.19e-03      7.60e-02    6.78e-02    1.0e-05
  44600      2.50e-01    2.50e-01      1.07e-03    3.74e-04      7.54e-02    7.54e-02    1.0e-05
  44700      2.25e-01    2.39e-01      2.26e-03    8.24e-04      6.76e-02    7.20e-02    1.0e-05
  44800      2.43e-01    2.66e-01      4.89e-04    5.08e-04      7.33e-02    8.02e-02    1.0e-05
  44900      2.43e-01    2.33e-01      9.88e-04    4.76e-04      7.30e-02    7.04e-02    1.0e-05
  45000      1.85e-01    1.84e-01      1.86e-03    2.55e-03      7.16e-02    7.08e-02    5.6e-06
  45100      1.81e-01    1.89e-01      1.19e-03    3.24e-04      7.03e-02    7.36e-02    5.6e-06
  45200      1.78e-01    1.74e-01      1.41e-03    5.58e-04      6.90e-02    6.75e-02    5.6e-06
  45300      1.80e-01    2.01e-01      9.24e-04    9.75e-04      6.96e-02    7.81e-02    5.6e-06
  45400      1.91e-01    1.61e-01      1.23e-03    7.83e-04      7.40e-02    6.26e-02    5.6e-06
  45500      1.96e-01    1.83e-01      1.07e-03    7.59e-04      7.60e-02    7.11e-02    5.6e-06
  45600      1.83e-01    1.81e-01      1.81e-03    1.25e-03      7.06e-02    7.02e-02    5.6e-06
  45700      1.71e-01    1.42e-01      1.35e-03    8.53e-04      6.64e-02    5.51e-02    5.6e-06
  45800      1.87e-01    2.09e-01      1.21e-03    4.15e-04      7.25e-02    8.11e-02    5.6e-06
  45900      1.76e-01    1.68e-01      9.85e-04    7.05e-04      6.83e-02    6.53e-02    5.6e-06
  46000      1.91e-01    1.54e-01      2.99e-03    1.28e-03      7.34e-02    5.97e-02    5.6e-06
  46100      1.94e-01    2.01e-01      1.20e-03    1.82e-03      7.53e-02    7.79e-02    5.6e-06
  46200      1.97e-01    1.69e-01      9.25e-04    9.86e-04      7.65e-02    6.57e-02    5.6e-06
  46300      1.81e-01    1.75e-01      6.48e-04    3.86e-04      7.03e-02    6.81e-02    5.6e-06
  46400      1.70e-01    1.62e-01      8.53e-04    1.15e-03      6.62e-02    6.29e-02    5.6e-06
  46500      1.80e-01    1.85e-01      1.40e-03    1.62e-04      6.99e-02    7.20e-02    5.6e-06
  46600      2.06e-01    2.00e-01      1.42e-03    2.02e-03      7.98e-02    7.73e-02    5.6e-06
  46700      1.92e-01    2.00e-01      3.49e-04    8.21e-04      7.45e-02    7.77e-02    5.6e-06
  46800      1.80e-01    1.50e-01      7.86e-04    4.48e-05      7.00e-02    5.82e-02    5.6e-06
  46900      1.82e-01    1.70e-01      1.99e-03    5.56e-04      7.05e-02    6.62e-02    5.6e-06
  47000      1.78e-01    1.88e-01      1.18e-03    1.49e-03      6.90e-02    7.30e-02    5.6e-06
  47100      1.77e-01    1.65e-01      7.17e-04    4.79e-04      6.87e-02    6.43e-02    5.6e-06
  47200      1.80e-01    1.88e-01      1.87e-04    7.30e-04      7.01e-02    7.29e-02    5.6e-06
  47300      1.86e-01    1.75e-01      1.11e-03    1.45e-04      7.21e-02    6.81e-02    5.6e-06
  47400      1.85e-01    1.81e-01      2.03e-03    2.29e-03      7.14e-02    6.99e-02    5.6e-06
  47500      1.82e-01    1.89e-01      2.10e-03    1.39e-03      7.00e-02    7.35e-02    5.6e-06
  47600      1.85e-01    1.97e-01      1.74e-03    9.28e-04      7.17e-02    7.66e-02    5.6e-06
  47700      1.73e-01    2.07e-01      1.15e-03    1.15e-03      6.71e-02    8.03e-02    5.6e-06
  47800      1.79e-01    1.73e-01      2.10e-03    5.97e-04      6.92e-02    6.71e-02    5.6e-06
  47900      1.89e-01    2.01e-01      2.18e-03    7.02e-05      7.29e-02    7.80e-02    5.6e-06
  48000      1.74e-01    1.76e-01      7.29e-04    2.68e-04      6.74e-02    6.83e-02    5.6e-06
  48100      1.86e-01    1.65e-01      8.08e-04    3.08e-04      7.23e-02    6.43e-02    5.6e-06
  48200      1.76e-01    1.70e-01      9.11e-04    3.76e-04      6.83e-02    6.62e-02    5.6e-06
  48300      1.76e-01    1.70e-01      1.24e-03    2.17e-03      6.80e-02    6.56e-02    5.6e-06
  48400      1.99e-01    2.14e-01      1.16e-03    1.17e-04      7.71e-02    8.31e-02    5.6e-06
  48500      1.89e-01    1.73e-01      6.11e-04    1.23e-03      7.33e-02    6.72e-02    5.6e-06
  48600      1.86e-01    1.87e-01      4.65e-04    1.01e-03      7.23e-02    7.24e-02    5.6e-06
  48700      1.81e-01    1.87e-01      1.67e-03    4.80e-04      6.99e-02    7.26e-02    5.6e-06
  48800      1.78e-01    1.97e-01      1.48e-03    1.05e-03      6.88e-02    7.66e-02    5.6e-06
  48900      1.97e-01    2.00e-01      3.36e-03    1.38e-03      7.54e-02    7.74e-02    5.6e-06
  49000      1.76e-01    1.72e-01      9.54e-04    9.41e-05      6.83e-02    6.68e-02    5.6e-06
  49100      1.82e-01    1.50e-01      8.58e-04    3.88e-04      7.08e-02    5.83e-02    5.6e-06
  49200      1.93e-01    1.85e-01      1.07e-03    3.36e-04      7.50e-02    7.18e-02    5.6e-06
  49300      1.77e-01    2.10e-01      6.10e-04    9.97e-04      6.88e-02    8.17e-02    5.6e-06
  49400      1.84e-01    1.97e-01      1.06e-03    7.10e-04      7.14e-02    7.67e-02    5.6e-06
  49500      1.76e-01    1.53e-01      8.77e-04    6.48e-04      6.82e-02    5.93e-02    5.6e-06
  49600      1.88e-01    1.87e-01      1.13e-03    1.62e-03      7.28e-02    7.23e-02    5.6e-06
  49700      1.82e-01    1.62e-01      1.01e-03    3.33e-04      7.05e-02    6.30e-02    5.6e-06
  49800      1.75e-01    1.70e-01      1.44e-03    2.91e-04      6.80e-02    6.62e-02    5.6e-06
  49900      1.80e-01    1.78e-01      1.39e-03    2.02e-03      6.98e-02    6.86e-02    5.6e-06
  50000      1.41e-01    1.61e-01      9.96e-04    7.18e-04      6.90e-02    7.90e-02    3.2e-06
  50100      1.37e-01    1.58e-01      8.54e-04    9.35e-04      6.72e-02    7.71e-02    3.2e-06
  50200      1.46e-01    1.72e-01      4.08e-03    1.36e-03      6.83e-02    8.41e-02    3.2e-06
  50300      1.41e-01    1.43e-01      7.07e-04    1.91e-04      6.89e-02    7.00e-02    3.2e-06
  50400      1.49e-01    1.26e-01      1.07e-03    2.82e-04      7.27e-02    6.18e-02    3.2e-06
  50500      1.26e-01    1.33e-01      7.21e-04    5.95e-04      6.15e-02    6.50e-02    3.2e-06
  50600      1.49e-01    1.41e-01      1.17e-03    8.07e-04      7.28e-02    6.89e-02    3.2e-06
  50700      1.37e-01    1.41e-01      7.22e-04    5.98e-04      6.73e-02    6.92e-02    3.2e-06
  50800      1.44e-01    1.36e-01      5.23e-04    7.35e-04      7.06e-02    6.66e-02    3.2e-06
  50900      1.46e-01    1.49e-01      1.21e-03    1.07e-03      7.11e-02    7.28e-02    3.2e-06
  51000      1.43e-01    1.57e-01      6.28e-04    8.83e-06      7.01e-02    7.71e-02    3.2e-06
  51100      1.38e-01    1.47e-01      7.13e-04    1.30e-03      6.77e-02    7.19e-02    3.2e-06
  51200      1.48e-01    1.71e-01      1.31e-03    1.01e-03      7.21e-02    8.37e-02    3.2e-06
  51300      1.47e-01    1.74e-01      1.01e-03    3.26e-04      7.16e-02    8.51e-02    3.2e-06
  51400      1.36e-01    1.64e-01      8.57e-04    3.40e-04      6.68e-02    8.03e-02    3.2e-06
  51500      1.42e-01    1.52e-01      1.01e-03    2.21e-03      6.93e-02    7.37e-02    3.2e-06
  51600      1.40e-01    1.34e-01      6.48e-04    9.38e-04      6.87e-02    6.58e-02    3.2e-06
  51700      1.45e-01    1.35e-01      1.69e-03    2.41e-03      7.04e-02    6.51e-02    3.2e-06
  51800      1.42e-01    1.52e-01      5.63e-04    4.63e-04      6.97e-02    7.46e-02    3.2e-06
  51900      1.33e-01    1.28e-01      1.02e-03    9.95e-05      6.48e-02    6.26e-02    3.2e-06
  52000      1.43e-01    1.36e-01      1.93e-04    1.58e-04      7.00e-02    6.66e-02    3.2e-06
  52100      1.42e-01    1.56e-01      6.85e-04    7.78e-04      6.96e-02    7.66e-02    3.2e-06
