#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  78500      7.60e-02    8.70e-02      9.26e-04    1.64e-03      6.95e-02    7.87e-02    1.8e-07
  78600      8.10e-02    8.02e-02      1.69e-03    1.58e-03      7.26e-02    7.26e-02    1.8e-07
  78700      8.00e-02    8.26e-02      9.92e-04    2.31e-04      7.32e-02    7.61e-02    1.8e-07
  78800      7.70e-02    7.87e-02      1.15e-03    4.75e-04      7.01e-02    7.24e-02    1.8e-07
  78900      7.93e-02    8.58e-02      1.01e-03    4.42e-04      7.25e-02    7.89e-02    1.8e-07
  79000      8.20e-02    7.68e-02      6.23e-04    1.01e-03      7.53e-02    7.02e-02    1.8e-07
  79100      7.46e-02    8.44e-02      8.50e-04    8.34e-04      6.82e-02    7.74e-02    1.8e-07
  79200      7.14e-02    6.97e-02      8.26e-04    1.57e-04      6.54e-02    6.42e-02    1.8e-07
  79300      7.71e-02    8.20e-02      1.22e-03    2.04e-03      7.02e-02    7.33e-02    1.8e-07
  79400      7.98e-02    7.53e-02      1.63e-03    2.13e-05      7.18e-02    6.94e-02    1.8e-07
  79500      7.70e-02    7.24e-02      8.65e-04    3.74e-04      7.02e-02    6.66e-02    1.8e-07
  79600      7.58e-02    7.99e-02      1.20e-03    8.00e-04      6.90e-02    7.33e-02    1.8e-07
  79700      7.64e-02    8.89e-02      6.47e-04    5.09e-06      7.01e-02    8.19e-02    1.8e-07
  79800      7.44e-02    7.35e-02      7.80e-04    5.21e-04      6.81e-02    6.75e-02    1.8e-07
  79900      7.11e-02    7.62e-02      1.00e-03    1.04e-03      6.49e-02    6.96e-02    1.8e-07
  80000      7.19e-02    7.82e-02      3.66e-04    1.67e-03      6.85e-02    7.29e-02    1.0e-07
  80100      8.05e-02    7.19e-02      1.15e-03    8.46e-04      7.59e-02    6.81e-02    1.0e-07
  80200      7.39e-02    7.01e-02      5.02e-04    1.08e-03      7.01e-02    6.61e-02    1.0e-07
  80300      7.44e-02    6.85e-02      5.64e-04    1.07e-03      7.08e-02    6.45e-02    1.0e-07
  80400      7.37e-02    7.31e-02      1.05e-03    8.66e-04      6.96e-02    6.92e-02    1.0e-07
  80500      7.36e-02    7.81e-02      1.18e-03    1.03e-04      6.93e-02    7.45e-02    1.0e-07
  80600      7.26e-02    6.69e-02      6.70e-04    1.01e-03      6.89e-02    6.31e-02    1.0e-07
  80700      7.10e-02    7.88e-02      1.09e-03    1.26e-03      6.69e-02    7.42e-02    1.0e-07
  80800      7.86e-02    8.01e-02      1.11e-03    1.49e-03      7.40e-02    7.50e-02    1.0e-07
  80900      7.24e-02    7.13e-02      1.04e-04    1.17e-04      6.90e-02    6.80e-02    1.0e-07
  81000      6.76e-02    8.33e-02      5.33e-04    3.11e-04      6.42e-02    7.94e-02    1.0e-07
  81100      7.70e-02    7.25e-02      8.76e-04    1.88e-03      7.29e-02    6.69e-02    1.0e-07
  81200      7.31e-02    7.76e-02      2.69e-04    2.56e-04      6.96e-02    7.40e-02    1.0e-07
  81300      7.69e-02    6.62e-02      4.70e-04    4.58e-04      7.32e-02    6.30e-02    1.0e-07
  81400      6.95e-02    8.70e-02      3.30e-04    2.07e-03      6.62e-02    8.06e-02    1.0e-07
  81500      7.29e-02    6.79e-02      4.74e-04    1.06e-04      6.93e-02    6.47e-02    1.0e-07
  81600      7.62e-02    6.47e-02      6.68e-04    1.84e-04      7.22e-02    6.17e-02    1.0e-07
  81700      7.17e-02    7.15e-02      2.96e-04    1.05e-03      6.83e-02    6.75e-02    1.0e-07
  81800      7.33e-02    7.09e-02      3.68e-04    6.72e-04      6.98e-02    6.73e-02    1.0e-07
  81900      7.00e-02    7.89e-02      5.73e-04    3.84e-04      6.64e-02    7.52e-02    1.0e-07
  82000      7.20e-02    7.22e-02      3.68e-04    1.48e-03      6.85e-02    6.74e-02    1.0e-07
  82100      7.03e-02    7.85e-02      2.11e-04    8.76e-04      6.70e-02    7.44e-02    1.0e-07
  82200      7.26e-02    7.24e-02      2.67e-04    2.41e-04      6.92e-02    6.90e-02    1.0e-07
  82300      7.30e-02    8.42e-02      8.63e-04    5.51e-04      6.89e-02    8.01e-02    1.0e-07
  82400      7.35e-02    8.26e-02      4.84e-04    2.35e-05      6.99e-02    7.88e-02    1.0e-07
  82500      7.59e-02    7.76e-02      4.87e-04    4.27e-04      7.22e-02    7.39e-02    1.0e-07
  82600      7.78e-02    6.56e-02      4.44e-04    3.97e-04      7.40e-02    6.24e-02    1.0e-07
  82700      7.28e-02    7.83e-02      3.35e-04    2.39e-03      6.93e-02    7.12e-02    1.0e-07
  82800      7.18e-02    6.83e-02      3.94e-04    1.16e-04      6.83e-02    6.51e-02    1.0e-07
  82900      6.93e-02    7.64e-02      7.19e-04    3.83e-04      6.56e-02    7.28e-02    1.0e-07
  83000      7.42e-02    7.65e-02      4.79e-04    1.40e-03      7.06e-02    7.18e-02    1.0e-07
  83100      7.35e-02    6.72e-02      1.59e-03    1.50e-04      6.83e-02    6.40e-02    1.0e-07
  83200      7.79e-02    7.51e-02      4.79e-04    7.28e-05      7.40e-02    7.16e-02    1.0e-07
  83300      7.10e-02    7.02e-02      6.06e-04    1.07e-04      6.74e-02    6.70e-02    1.0e-07
  83400      7.35e-02    6.74e-02      9.00e-04    6.86e-04      6.94e-02    6.40e-02    1.0e-07
  83500      7.35e-02    6.79e-02      7.51e-04    6.31e-04      6.97e-02    6.45e-02    1.0e-07
  83600      7.46e-02    7.27e-02      1.52e-04    2.15e-04      7.12e-02    6.93e-02    1.0e-07
  83700      6.79e-02    6.55e-02      3.04e-04    4.89e-04      6.47e-02    6.23e-02    1.0e-07
  83800      7.15e-02    6.97e-02      5.30e-04    2.06e-04      6.79e-02    6.64e-02    1.0e-07
  83900      6.98e-02    7.59e-02      5.50e-04    5.61e-05      6.64e-02    7.24e-02    1.0e-07
  84000      7.06e-02    6.92e-02      1.07e-03    6.81e-04      6.65e-02    6.57e-02    1.0e-07
  84100      6.84e-02    7.14e-02      8.92e-04    3.25e-04      6.47e-02    6.80e-02    1.0e-07
  84200      7.46e-02    7.94e-02      1.31e-03    1.12e-03      6.98e-02    7.50e-02    1.0e-07
  84300      7.41e-02    7.07e-02      4.34e-04    1.07e-03      7.05e-02    6.67e-02    1.0e-07
  84400      7.94e-02    7.84e-02      6.38e-04    9.68e-04      7.53e-02    7.42e-02    1.0e-07
  84500      6.67e-02    6.85e-02      1.75e-04    8.47e-04      6.36e-02    6.48e-02    1.0e-07
  84600      7.48e-02    6.90e-02      6.10e-04    6.53e-05      7.11e-02    6.58e-02    1.0e-07
  84700      7.27e-02    6.49e-02      5.48e-04    4.67e-04      6.90e-02    6.18e-02    1.0e-07
  84800      7.30e-02    6.92e-02      3.26e-04    1.06e-03      6.95e-02    6.52e-02    1.0e-07
  84900      7.41e-02    7.03e-02      1.60e-03    4.28e-04      6.88e-02    6.69e-02    1.0e-07
  85000      7.03e-02    7.08e-02      7.25e-04    1.56e-04      6.80e-02    6.89e-02    5.6e-08
  85100      6.79e-02    7.42e-02      7.34e-04    2.61e-04      6.56e-02    7.21e-02    5.6e-08
  85200      6.64e-02    7.98e-02      6.67e-04    3.64e-04      6.42e-02    7.75e-02    5.6e-08
  85300      7.04e-02    7.40e-02      9.38e-04    1.34e-04      6.78e-02    7.20e-02    5.6e-08
  85400      6.85e-02    7.24e-02      4.25e-04    1.12e-03      6.64e-02    6.96e-02    5.6e-08
  85500      7.00e-02    6.68e-02      5.17e-04    6.49e-04      6.79e-02    6.47e-02    5.6e-08
  85600      6.85e-02    7.60e-02      6.33e-04    1.64e-04      6.63e-02    7.39e-02    5.6e-08
  85700      7.16e-02    7.56e-02      1.39e-04    6.46e-04      6.97e-02    7.33e-02    5.6e-08
  85800      7.76e-02    8.71e-02      7.32e-04    2.48e-03      7.52e-02    8.14e-02    5.6e-08
  85900      7.64e-02    8.71e-02      9.25e-04    2.48e-04      7.32e-02    8.47e-02    5.6e-08
  86000      7.96e-02    7.41e-02      1.33e-03    8.39e-04      7.62e-02    7.16e-02    5.6e-08
  86100      7.41e-02    6.49e-02      8.39e-04    1.86e-05      7.13e-02    6.32e-02    5.6e-08
  86200      7.40e-02    7.06e-02      6.81e-04    3.62e-04      7.17e-02    6.86e-02    5.6e-08
  86300      7.45e-02    7.89e-02      1.36e-03    4.25e-04      7.13e-02    7.67e-02    5.6e-08
  86400      7.46e-02    7.52e-02      8.93e-04    1.20e-03      7.19e-02    7.23e-02    5.6e-08
  86500      7.47e-02    6.99e-02      1.24e-03    4.31e-04      7.17e-02    6.79e-02    5.6e-08
  86600      7.11e-02    6.75e-02      8.11e-04    1.45e-03      6.87e-02    6.42e-02    5.6e-08
  86700      7.14e-02    7.76e-02      1.12e-03    1.54e-03      6.85e-02    7.40e-02    5.6e-08
  86800      7.13e-02    7.88e-02      5.80e-04    1.97e-04      6.90e-02    7.67e-02    5.6e-08
  86900      7.45e-02    7.58e-02      9.97e-04    3.70e-04      7.17e-02    7.37e-02    5.6e-08
  87000      7.27e-02    6.60e-02      9.81e-04    1.20e-03      7.00e-02    6.32e-02    5.6e-08
  87100      7.02e-02    6.87e-02      6.49e-04    1.35e-04      6.80e-02    6.68e-02    5.6e-08
  87200      7.25e-02    6.83e-02      8.72e-04    4.73e-04      7.01e-02    6.63e-02    5.6e-08
  87300      7.32e-02    7.15e-02      1.14e-03    1.21e-03      7.02e-02    6.86e-02    5.6e-08
  87400      7.45e-02    6.91e-02      1.13e-03    2.83e-04      7.17e-02    6.72e-02    5.6e-08
  87500      6.86e-02    7.59e-02      6.72e-04    1.14e-04      6.64e-02    7.39e-02    5.6e-08
  87600      7.73e-02    7.03e-02      1.15e-03    1.36e-03      7.42e-02    6.71e-02    5.6e-08
  87700      6.92e-02    7.20e-02      6.02e-04    4.64e-04      6.70e-02    6.99e-02    5.6e-08
  87800      7.45e-02    6.51e-02      7.23e-04    1.02e-03      7.18e-02    6.26e-02    5.6e-08
  87900      7.51e-02    7.48e-02      5.67e-04    5.53e-04      7.28e-02    7.26e-02    5.6e-08
  88000      7.23e-02    7.85e-02      4.55e-04    1.07e-03      7.01e-02    7.57e-02    5.6e-08
  88100      7.93e-02    7.83e-02      1.70e-03    1.10e-03      7.54e-02    7.55e-02    5.6e-08
  88200      7.30e-02    6.49e-02      9.83e-04    1.07e-03      7.02e-02    6.23e-02    5.6e-08
  88300      7.26e-02    6.88e-02      8.04e-04    9.56e-04      7.01e-02    6.64e-02    5.6e-08
  88400      7.40e-02    7.26e-02      9.07e-04    7.79e-04      7.13e-02    7.02e-02    5.6e-08
  88500      7.63e-02    8.02e-02      6.96e-04    5.99e-04      7.37e-02    7.78e-02    5.6e-08
  88600      7.27e-02    7.02e-02      8.47e-04    3.08e-04      6.98e-02    6.83e-02    5.6e-08
  88700      7.08e-02    8.96e-02      8.94e-04    1.89e-04      6.80e-02    8.71e-02    5.6e-08
  88800      7.05e-02    7.10e-02      1.16e-03    5.29e-04      6.77e-02    6.89e-02    5.6e-08
  88900      7.91e-02    7.37e-02      1.08e-03    6.54e-04      7.59e-02    7.14e-02    5.6e-08
  89000      7.33e-02    7.08e-02      7.82e-04    1.11e-04      7.09e-02    6.89e-02    5.6e-08
  89100      6.97e-02    7.37e-02      7.34e-04    1.23e-03      6.74e-02    7.08e-02    5.6e-08
  89200      7.22e-02    6.69e-02      8.12e-04    1.04e-03      6.97e-02    6.44e-02    5.6e-08
  89300      7.61e-02    7.13e-02      5.41e-04    4.07e-04      7.38e-02    6.93e-02    5.6e-08
  89400      7.07e-02    7.14e-02      9.18e-04    1.24e-03      6.81e-02    6.85e-02    5.6e-08
  89500      7.28e-02    7.19e-02      4.98e-04    5.99e-05      7.06e-02    6.99e-02    5.6e-08
  89600      7.33e-02    6.56e-02      1.47e-03    3.25e-04      6.98e-02    6.38e-02    5.6e-08
  89700      7.63e-02    8.02e-02      8.58e-04    9.45e-04      7.38e-02    7.75e-02    5.6e-08
  89800      8.21e-02    6.87e-02      1.08e-03    4.31e-04      7.91e-02    6.67e-02    5.6e-08
  89900      8.38e-02    7.63e-02      1.06e-03    4.96e-04      8.06e-02    7.41e-02    5.6e-08
  90000      7.32e-02    7.57e-02      7.51e-04    1.52e-03      7.16e-02    7.30e-02    3.2e-08
  90100      8.13e-02    6.23e-02      1.05e-03    1.05e-03      7.93e-02    6.05e-02    3.2e-08
  90200      8.12e-02    7.08e-02      1.26e-03    5.12e-05      7.90e-02    6.97e-02    3.2e-08
  90300      8.01e-02    7.65e-02      8.95e-04    3.20e-05      7.83e-02    7.53e-02    3.2e-08
  90400      7.58e-02    8.66e-02      6.43e-04    4.57e-04      7.44e-02    8.52e-02    3.2e-08
  90500      7.39e-02    8.86e-02      1.45e-03    4.19e-05      7.10e-02    8.73e-02    3.2e-08
  90600      7.59e-02    7.63e-02      1.47e-03    7.85e-04      7.33e-02    7.47e-02    3.2e-08
  90700      7.38e-02    6.26e-02      9.00e-04    5.48e-05      7.21e-02    6.16e-02    3.2e-08
  90800      7.78e-02    6.95e-02      1.87e-03    1.10e-03      7.42e-02    6.76e-02    3.2e-08
  90900      8.16e-02    6.71e-02      2.21e-03    9.62e-04      7.74e-02    6.54e-02    3.2e-08
  91000      8.50e-02    6.91e-02      1.76e-03    1.32e-03      8.18e-02    6.68e-02    3.2e-08
  91100      8.55e-02    8.01e-02      2.41e-03    5.08e-04      8.09e-02    7.87e-02    3.2e-08
  91200      8.40e-02    7.31e-02      2.24e-03    4.40e-04      7.96e-02    7.18e-02    3.2e-08
  91300      7.08e-02    6.34e-02      9.81e-04    1.66e-03      6.89e-02    6.03e-02    3.2e-08
  91400      7.21e-02    8.09e-02      7.70e-04    5.88e-04      7.05e-02    7.94e-02    3.2e-08
  91500      7.82e-02    7.31e-02      7.16e-04    1.14e-04      7.66e-02    7.19e-02    3.2e-08
  91600      7.63e-02    6.42e-02      5.37e-04    8.60e-04      7.48e-02    6.26e-02    3.2e-08
  91700      7.44e-02    6.83e-02      6.07e-04    1.03e-03      7.29e-02    6.65e-02    3.2e-08
  91800      6.34e-02    7.05e-02      1.08e-03    4.49e-04      6.15e-02    6.93e-02    3.2e-08
  91900      8.54e-02    7.50e-02      4.99e-04    2.91e-05      8.39e-02    7.39e-02    3.2e-08
  92000      7.98e-02    6.82e-02      8.11e-04    1.04e-04      7.80e-02    6.72e-02    3.2e-08
  92100      8.20e-02    6.77e-02      8.06e-04    1.00e-03      8.03e-02    6.60e-02    3.2e-08
  92200      8.30e-02    7.95e-02      3.58e-04    2.35e-03      8.17e-02    7.49e-02    3.2e-08
  92300      7.93e-02    7.95e-02      1.40e-04    1.73e-05      7.81e-02    7.83e-02    3.2e-08
  92400      7.62e-02    7.79e-02      5.74e-04    3.05e-05      7.47e-02    7.67e-02    3.2e-08
  92500      7.51e-02    6.81e-02      6.89e-04    4.93e-04      7.37e-02    6.69e-02    3.2e-08
  92600      7.20e-02    6.20e-02      3.20e-04    4.49e-04      7.08e-02    6.09e-02    3.2e-08
  92700      7.51e-02    7.12e-02      7.79e-04    8.38e-04      7.34e-02    6.96e-02    3.2e-08
  92800      7.94e-02    6.66e-02      7.39e-04    5.40e-04      7.78e-02    6.53e-02    3.2e-08
  92900      7.51e-02    6.75e-02      9.17e-04    3.61e-04      7.33e-02    6.63e-02    3.2e-08
  93000      7.79e-02    7.17e-02      6.68e-04    3.62e-04      7.64e-02    7.05e-02    3.2e-08
  93100      7.37e-02    7.79e-02      6.40e-04    8.17e-04      7.22e-02    7.63e-02    3.2e-08
  93200      7.82e-02    6.52e-02      1.95e-04    1.27e-03      7.69e-02    6.30e-02    3.2e-08
  93300      7.64e-02    8.78e-02      3.88e-04    1.52e-03      7.51e-02    8.52e-02    3.2e-08
  93400      6.67e-02    7.29e-02      7.64e-04    1.97e-04      6.52e-02    7.17e-02    3.2e-08
  93500      6.70e-02    7.40e-02      3.89e-04    7.71e-04      6.58e-02    7.24e-02    3.2e-08
  93600      6.80e-02    6.94e-02      4.38e-04    1.22e-03      6.68e-02    6.73e-02    3.2e-08
  93700      7.18e-02    7.95e-02      9.15e-04    2.41e-03      6.99e-02    7.47e-02    3.2e-08
  93800      7.77e-02    6.70e-02      6.89e-04    7.95e-04      7.59e-02    6.56e-02    3.2e-08
  93900      7.19e-02    6.37e-02      7.28e-04    4.41e-04      7.03e-02    6.26e-02    3.2e-08
  94000      7.47e-02    7.10e-02      9.25e-04    1.43e-03      7.29e-02    6.85e-02    3.2e-08
  94100      7.04e-02    5.77e-02      8.58e-04    2.53e-04      6.86e-02    5.68e-02    3.2e-08
  94200      7.60e-02    6.52e-02      7.50e-04    1.24e-03      7.43e-02    6.31e-02    3.2e-08
  94300      7.67e-02    5.89e-02      1.11e-03    1.44e-03      7.45e-02    5.63e-02    3.2e-08
  94400      7.41e-02    7.50e-02      2.61e-04    1.84e-03      7.29e-02    7.17e-02    3.2e-08
  94500      7.37e-02    7.68e-02      4.01e-04    8.34e-04      7.24e-02    7.52e-02    3.2e-08
  94600      7.74e-02    7.52e-02      3.88e-04    1.33e-03      7.61e-02    7.30e-02    3.2e-08
  94700      7.56e-02    8.03e-02      4.51e-04    9.98e-04      7.43e-02    7.85e-02    3.2e-08
  94800      7.24e-02    7.68e-02      5.65e-04    1.97e-03      7.09e-02    7.32e-02    3.2e-08
  94900      6.69e-02    7.36e-02      6.02e-04    1.07e-03      6.55e-02    7.17e-02    3.2e-08
  95000      7.52e-02    8.56e-02      8.08e-04    7.19e-05      7.40e-02    8.49e-02    1.8e-08
  95100      7.46e-02    8.64e-02      9.72e-04    2.86e-04      7.30e-02    8.56e-02    1.8e-08
  95200      7.05e-02    6.76e-02      7.26e-04    3.94e-04      6.91e-02    6.69e-02    1.8e-08
  95300      8.02e-02    6.45e-02      9.65e-04    6.69e-05      7.87e-02    6.39e-02    1.8e-08
  95400      8.15e-02    7.46e-02      3.24e-04    1.11e-03      8.08e-02    7.32e-02    1.8e-08
  95500      7.71e-02    6.90e-02      3.83e-04    1.25e-03      7.63e-02    6.73e-02    1.8e-08
  95600      7.71e-02    7.25e-02      4.95e-04    4.92e-04      7.62e-02    7.17e-02    1.8e-08
  95700      7.53e-02    7.37e-02      8.61e-04    2.90e-05      7.41e-02    7.30e-02    1.8e-08
  95800      7.70e-02    8.08e-02      6.32e-04    1.78e-03      7.61e-02    7.82e-02    1.8e-08
  95900      6.82e-02    6.93e-02      4.57e-04    6.19e-04      6.74e-02    6.85e-02    1.8e-08
  96000      7.20e-02    7.60e-02      4.12e-04    1.92e-03      7.12e-02    7.30e-02    1.8e-08
  96100      7.27e-02    6.09e-02      7.87e-04    1.19e-03      7.16e-02    5.92e-02    1.8e-08
  96200      6.86e-02    7.02e-02      3.69e-04    1.27e-03      6.78e-02    6.85e-02    1.8e-08
  96300      7.98e-02    7.47e-02      5.71e-04    6.14e-04      7.89e-02    7.38e-02    1.8e-08
  96400      7.35e-02    7.36e-02      5.37e-04    1.01e-03      7.26e-02    7.23e-02    1.8e-08
  96500      8.19e-02    6.31e-02      2.89e-04    5.02e-04      8.12e-02    6.23e-02    1.8e-08
  96600      6.83e-02    6.83e-02      1.16e-04    1.18e-03      6.77e-02    6.67e-02    1.8e-08
  96700      7.56e-02    7.30e-02      2.18e-04    7.02e-04      7.49e-02    7.20e-02    1.8e-08
  96800      8.25e-02    8.59e-02      5.00e-04    4.18e-04      8.15e-02    8.51e-02    1.8e-08
  96900      7.27e-02    7.13e-02      1.17e-03    8.92e-04      7.09e-02    7.02e-02    1.8e-08
  97000      7.83e-02    7.18e-02      2.92e-04    7.23e-04      7.76e-02    7.08e-02    1.8e-08
  97100      7.22e-02    7.81e-02      3.36e-04    3.86e-05      7.14e-02    7.74e-02    1.8e-08
  97200      6.92e-02    6.89e-02      7.50e-04    6.96e-04      6.82e-02    6.80e-02    1.8e-08
  97300      7.48e-02    6.83e-02      9.02e-04    4.12e-04      7.34e-02    6.76e-02    1.8e-08
  97400      7.58e-02    6.99e-02      4.11e-04    3.55e-04      7.50e-02    6.92e-02    1.8e-08
  97500      8.05e-02    6.82e-02      6.15e-04    1.41e-04      7.94e-02    6.76e-02    1.8e-08
  97600      7.76e-02    7.03e-02      1.27e-03    6.59e-04      7.56e-02    6.94e-02    1.8e-08
  97700      7.93e-02    7.31e-02      7.93e-04    8.58e-04      7.82e-02    7.20e-02    1.8e-08
  97800      6.86e-02    6.63e-02      2.95e-04    7.78e-05      6.79e-02    6.57e-02    1.8e-08
  97900      7.36e-02    8.60e-02      6.89e-04    3.56e-04      7.24e-02    8.52e-02    1.8e-08
  98000      7.41e-02    7.61e-02      4.56e-04    2.22e-03      7.33e-02    7.23e-02    1.8e-08
  98100      7.67e-02    7.47e-02      4.05e-04    5.95e-04      7.59e-02    7.38e-02    1.8e-08
  98200      7.32e-02    6.88e-02      3.78e-04    1.11e-03      7.24e-02    6.74e-02    1.8e-08
  98300      8.15e-02    6.97e-02      5.74e-04    1.77e-03      8.05e-02    6.69e-02    1.8e-08
  98400      7.22e-02    7.51e-02      5.16e-04    4.30e-04      7.13e-02    7.43e-02    1.8e-08
  98500      6.28e-02    7.15e-02      7.26e-04    6.86e-04      6.17e-02    7.05e-02    1.8e-08
  98600      6.93e-02    6.91e-02      6.87e-04    3.01e-04      6.84e-02    6.84e-02    1.8e-08
  98700      7.49e-02    6.69e-02      6.46e-04    6.46e-04      7.38e-02    6.60e-02    1.8e-08
  98800      7.82e-02    8.17e-02      7.94e-04    2.03e-04      7.69e-02    8.10e-02    1.8e-08
  98900      6.72e-02    6.07e-02      1.37e-04    6.16e-04      6.66e-02    5.98e-02    1.8e-08
  99000      7.19e-02    8.45e-02      4.60e-04    1.48e-03      7.12e-02    8.25e-02    1.8e-08
  99100      7.53e-02    7.49e-02      6.33e-04    1.23e-03      7.42e-02    7.32e-02    1.8e-08
  99200      6.84e-02    7.06e-02      4.00e-04    9.91e-04      6.76e-02    6.93e-02    1.8e-08
  99300      6.83e-02    6.74e-02      4.26e-04    7.29e-04      6.75e-02    6.64e-02    1.8e-08
  99400      8.17e-02    7.42e-02      7.40e-04    6.57e-04      8.04e-02    7.33e-02    1.8e-08
  99500      8.23e-02    8.37e-02      4.91e-04    2.76e-03      8.15e-02    7.86e-02    1.8e-08
  99600      7.24e-02    7.59e-02      5.38e-04    1.90e-03      7.13e-02    7.30e-02    1.8e-08
  99700      7.62e-02    7.96e-02      1.47e-03    2.56e-05      7.40e-02    7.89e-02    1.8e-08
  99800      7.30e-02    7.53e-02      7.79e-04    1.00e-03      7.19e-02    7.40e-02    1.8e-08
  99900      6.79e-02    6.79e-02      7.85e-04    1.06e-03      6.66e-02    6.66e-02    1.8e-08
 100000      6.29e-02    6.91e-02      1.25e-03    7.63e-04      6.13e-02    6.84e-02    1.0e-08
