#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 184000      9.52e-02    8.04e-02      9.39e-04    5.05e-04      3.68e-02    3.12e-02    5.6e-06
 184100      9.01e-02    9.62e-02      1.14e-03    5.63e-04      3.47e-02    3.73e-02    5.6e-06
 184200      1.00e-01    7.98e-02      4.12e-04    2.71e-05      3.89e-02    3.10e-02    5.6e-06
 184300      9.93e-02    7.43e-02      1.09e-03    6.21e-04      3.84e-02    2.88e-02    5.6e-06
 184400      9.08e-02    9.91e-02      1.10e-03    2.55e-04      3.50e-02    3.85e-02    5.6e-06
 184500      9.46e-02    1.08e-01      6.63e-04    7.70e-04      3.67e-02    4.19e-02    5.6e-06
 184600      9.14e-02    8.85e-02      7.24e-04    6.71e-04      3.54e-02    3.43e-02    5.6e-06
 184700      9.43e-02    8.41e-02      1.30e-03    9.52e-04      3.63e-02    3.25e-02    5.6e-06
 184800      9.70e-02    8.01e-02      7.35e-04    2.60e-04      3.76e-02    3.11e-02    5.6e-06
 184900      8.96e-02    9.61e-02      1.41e-03    3.81e-04      3.44e-02    3.73e-02    5.6e-06
 185000      9.62e-02    8.03e-02      4.88e-04    3.64e-04      3.97e-02    3.31e-02    4.9e-06
 185100      7.96e-02    7.97e-02      7.93e-04    8.01e-04      3.27e-02    3.28e-02    4.9e-06
 185200      8.35e-02    7.82e-02      2.47e-04    5.64e-04      3.45e-02    3.22e-02    4.9e-06
 185300      9.36e-02    8.17e-02      1.11e-03    6.28e-04      3.83e-02    3.37e-02    4.9e-06
 185400      8.72e-02    8.75e-02      1.26e-03    1.47e-03      3.56e-02    3.56e-02    4.9e-06
 185500      7.71e-02    8.28e-02      2.17e-04    5.39e-04      3.18e-02    3.41e-02    4.9e-06
 185600      8.79e-02    7.62e-02      1.62e-04    1.21e-04      3.63e-02    3.15e-02    4.9e-06
 185700      1.02e-01    9.46e-02      3.19e-04    2.37e-05      4.22e-02    3.91e-02    4.9e-06
 185800      9.45e-02    7.74e-02      4.56e-04    6.44e-04      3.90e-02    3.18e-02    4.9e-06
 185900      9.23e-02    7.79e-02      8.08e-04    3.54e-05      3.79e-02    3.22e-02    4.9e-06
 186000      8.76e-02    7.04e-02      4.83e-04    5.16e-04      3.61e-02    2.90e-02    4.9e-06
 186100      8.24e-02    9.59e-02      2.14e-04    1.29e-03      3.40e-02    3.92e-02    4.9e-06
 186200      8.07e-02    7.40e-02      4.64e-04    1.15e-04      3.33e-02    3.06e-02    4.9e-06
 186300      7.65e-02    9.59e-02      3.08e-04    7.73e-04      3.15e-02    3.95e-02    4.9e-06
 186400      8.50e-02    8.70e-02      4.89e-04    1.23e-03      3.50e-02    3.56e-02    4.9e-06
 186500      7.96e-02    7.41e-02      3.41e-04    4.95e-04      3.28e-02    3.05e-02    4.9e-06
 186600      7.74e-02    9.21e-02      4.38e-04    6.73e-04      3.19e-02    3.79e-02    4.9e-06
 186700      8.29e-02    7.50e-02      2.52e-04    1.05e-04      3.42e-02    3.10e-02    4.9e-06
 186800      9.00e-02    9.09e-02      6.42e-04    1.29e-03      3.70e-02    3.72e-02    4.9e-06
 186900      8.73e-02    6.67e-02      5.44e-04    2.70e-04      3.60e-02    2.75e-02    4.9e-06
 187000      9.07e-02    8.70e-02      9.30e-04    5.09e-04      3.73e-02    3.59e-02    4.9e-06
 187100      7.92e-02    7.64e-02      3.69e-04    3.86e-04      3.27e-02    3.15e-02    4.9e-06
 187200      8.23e-02    8.14e-02      3.68e-04    7.60e-04      3.40e-02    3.35e-02    4.9e-06
 187300      9.30e-02    7.85e-02      7.45e-04    4.05e-05      3.83e-02    3.24e-02    4.9e-06
 187400      8.22e-02    7.88e-02      8.25e-04    3.35e-04      3.37e-02    3.25e-02    4.9e-06
 187500      8.33e-02    8.71e-02      4.45e-04    4.18e-07      3.43e-02    3.60e-02    4.9e-06
 187600      9.03e-02    9.48e-02      1.02e-03    7.52e-04      3.71e-02    3.90e-02    4.9e-06
 187700      9.22e-02    7.88e-02      6.56e-05    3.75e-04      3.81e-02    3.25e-02    4.9e-06
 187800      9.34e-02    6.93e-02      8.69e-04    6.03e-04      3.84e-02    2.85e-02    4.9e-06
 187900      8.97e-02    6.56e-02      8.16e-04    2.48e-04      3.69e-02    2.71e-02    4.9e-06
 188000      9.18e-02    8.19e-02      6.72e-04    6.83e-04      3.77e-02    3.37e-02    4.9e-06
 188100      9.78e-02    9.69e-02      2.15e-04    8.13e-04      4.04e-02    3.99e-02    4.9e-06
 188200      8.65e-02    8.00e-02      2.88e-04    5.88e-04      3.57e-02    3.30e-02    4.9e-06
 188300      8.21e-02    7.79e-02      2.83e-04    1.41e-04      3.39e-02    3.21e-02    4.9e-06
 188400      1.00e-01    7.47e-02      1.78e-04    1.33e-04      4.14e-02    3.09e-02    4.9e-06
 188500      8.08e-02    9.81e-02      4.74e-04    1.31e-04      3.33e-02    4.05e-02    4.9e-06
 188600      8.80e-02    8.21e-02      4.69e-04    2.20e-04      3.63e-02    3.39e-02    4.9e-06
 188700      8.47e-02    8.43e-02      1.19e-04    1.63e-04      3.50e-02    3.48e-02    4.9e-06
 188800      8.72e-02    7.81e-02      4.08e-04    1.52e-04      3.60e-02    3.22e-02    4.9e-06
 188900      8.80e-02    8.28e-02      1.65e-03    1.73e-03      3.57e-02    3.35e-02    4.9e-06
 189000      8.68e-02    8.26e-02      4.35e-04    8.35e-04      3.58e-02    3.40e-02    4.9e-06
 189100      9.69e-02    6.62e-02      3.59e-04    4.95e-04      4.00e-02    2.73e-02    4.9e-06
 189200      7.76e-02    9.09e-02      3.16e-04    5.32e-04      3.20e-02    3.75e-02    4.9e-06
 189300      8.63e-02    1.01e-01      8.61e-04    1.81e-03      3.54e-02    4.12e-02    4.9e-06
 189400      8.90e-02    8.39e-02      4.27e-04    9.45e-05      3.67e-02    3.47e-02    4.9e-06
 189500      8.68e-02    7.49e-02      3.12e-04    7.65e-05      3.58e-02    3.09e-02    4.9e-06
 189600      8.01e-02    8.86e-02      9.58e-04    6.00e-04      3.29e-02    3.65e-02    4.9e-06
 189700      9.63e-02    7.76e-02      3.43e-04    6.35e-05      3.97e-02    3.21e-02    4.9e-06
 189800      9.25e-02    8.12e-02      4.80e-04    6.96e-04      3.81e-02    3.34e-02    4.9e-06
 189900      8.54e-02    8.86e-02      5.49e-04    6.91e-04      3.52e-02    3.65e-02    4.9e-06
 190000      8.98e-02    9.46e-02      3.50e-04    2.51e-04      3.93e-02    4.14e-02    4.2e-06
 190100      8.58e-02    8.12e-02      4.26e-04    8.05e-04      3.75e-02    3.54e-02    4.2e-06
 190200      7.90e-02    8.66e-02      7.43e-04    1.46e-05      3.44e-02    3.79e-02    4.2e-06
 190300      8.93e-02    7.73e-02      4.37e-04    3.79e-04      3.91e-02    3.38e-02    4.2e-06
 190400      8.32e-02    8.66e-02      5.02e-04    1.22e-03      3.64e-02    3.76e-02    4.2e-06
 190500      8.79e-02    8.40e-02      8.32e-04    2.67e-04      3.83e-02    3.68e-02    4.2e-06
 190600      7.54e-02    7.98e-02      6.31e-04    5.72e-04      3.29e-02    3.49e-02    4.2e-06
 190700      7.85e-02    7.81e-02      8.73e-04    1.41e-03      3.41e-02    3.37e-02    4.2e-06
 190800      8.22e-02    9.40e-02      1.03e-03    1.12e-03      3.57e-02    4.09e-02    4.2e-06
 190900      7.77e-02    9.24e-02      3.93e-04    1.57e-04      3.40e-02    4.05e-02    4.2e-06
 191000      8.11e-02    7.91e-02      1.10e-03    1.20e-03      3.52e-02    3.43e-02    4.2e-06
 191100      8.27e-02    7.07e-02      2.85e-04    2.47e-04      3.62e-02    3.10e-02    4.2e-06
 191200      8.53e-02    8.99e-02      5.58e-04    1.14e-03      3.72e-02    3.91e-02    4.2e-06
 191300      7.84e-02    7.35e-02      9.72e-04    4.65e-04      3.41e-02    3.21e-02    4.2e-06
 191400      7.90e-02    6.78e-02      7.19e-04    6.31e-05      3.45e-02    2.97e-02    4.2e-06
 191500      8.61e-02    6.92e-02      5.13e-04    6.23e-05      3.76e-02    3.03e-02    4.2e-06
 191600      7.74e-02    8.78e-02      1.02e-03    1.50e-04      3.36e-02    3.85e-02    4.2e-06
 191700      8.36e-02    7.94e-02      7.21e-04    7.88e-04      3.65e-02    3.46e-02    4.2e-06
 191800      8.85e-02    9.24e-02      7.61e-04    1.04e-03      3.86e-02    4.02e-02    4.2e-06
 191900      8.22e-02    8.22e-02      3.56e-04    8.11e-04      3.59e-02    3.58e-02    4.2e-06
 192000      8.43e-02    7.92e-02      5.82e-04    4.90e-04      3.67e-02    3.46e-02    4.2e-06
 192100      8.22e-02    8.75e-02      7.79e-04    2.16e-05      3.58e-02    3.83e-02    4.2e-06
 192200      7.93e-02    8.19e-02      6.58e-04    9.49e-04      3.46e-02    3.56e-02    4.2e-06
 192300      9.51e-02    6.76e-02      6.64e-04    1.18e-04      4.16e-02    2.96e-02    4.2e-06
 192400      7.12e-02    6.77e-02      6.29e-04    5.91e-04      3.10e-02    2.96e-02    4.2e-06
 192500      8.38e-02    7.07e-02      8.55e-05    2.82e-04      3.67e-02    3.09e-02    4.2e-06
 192600      7.69e-02    7.51e-02      1.18e-03    1.81e-03      3.33e-02    3.20e-02    4.2e-06
 192700      8.04e-02    6.45e-02      4.66e-04    4.75e-05      3.52e-02    2.82e-02    4.2e-06
 192800      8.73e-02    1.01e-01      4.45e-04    6.68e-05      3.82e-02    4.43e-02    4.2e-06
 192900      8.06e-02    8.88e-02      3.84e-04    1.43e-03      3.52e-02    3.84e-02    4.2e-06
 193000      7.73e-02    7.40e-02      6.25e-04    4.41e-04      3.38e-02    3.24e-02    4.2e-06
 193100      7.51e-02    8.73e-02      3.41e-04    8.97e-04      3.29e-02    3.80e-02    4.2e-06
 193200      8.03e-02    6.63e-02      5.83e-04    1.70e-04      3.51e-02    2.90e-02    4.2e-06
 193300      8.61e-02    7.86e-02      1.60e-04    2.39e-04      3.77e-02    3.44e-02    4.2e-06
 193400      8.66e-02    9.18e-02      1.54e-03    4.79e-04      3.73e-02    4.01e-02    4.2e-06
 193500      8.41e-02    1.05e-01      2.91e-04    1.09e-03      3.68e-02    4.60e-02    4.2e-06
 193600      8.04e-02    9.88e-02      1.32e-04    9.43e-06      3.52e-02    4.33e-02    4.2e-06
 193700      7.73e-02    7.91e-02      4.55e-04    1.36e-04      3.38e-02    3.47e-02    4.2e-06
 193800      7.78e-02    8.66e-02      4.42e-04    2.97e-04      3.40e-02    3.79e-02    4.2e-06
 193900      7.61e-02    9.01e-02      8.11e-04    1.13e-03      3.31e-02    3.91e-02    4.2e-06
 194000      7.27e-02    8.28e-02      7.83e-04    1.20e-03      3.17e-02    3.59e-02    4.2e-06
 194100      7.87e-02    6.77e-02      3.56e-04    9.86e-04      3.44e-02    2.93e-02    4.2e-06
 194200      8.67e-02    7.99e-02      2.05e-04    2.12e-04      3.79e-02    3.50e-02    4.2e-06
 194300      8.00e-02    7.50e-02      9.49e-04    8.51e-04      3.48e-02    3.27e-02    4.2e-06
 194400      8.54e-02    7.38e-02      1.60e-04    1.59e-04      3.74e-02    3.23e-02    4.2e-06
 194500      7.61e-02    8.17e-02      2.79e-04    7.22e-05      3.33e-02    3.58e-02    4.2e-06
 194600      7.67e-02    7.71e-02      6.37e-04    8.81e-04      3.34e-02    3.35e-02    4.2e-06
 194700      7.87e-02    7.19e-02      7.77e-04    2.84e-05      3.42e-02    3.15e-02    4.2e-06
 194800      8.57e-02    7.35e-02      6.91e-04    1.92e-04      3.74e-02    3.22e-02    4.2e-06
 194900      8.04e-02    8.89e-02      4.20e-04    4.04e-04      3.52e-02    3.89e-02    4.2e-06
 195000      6.81e-02    7.06e-02      1.32e-03    6.77e-04      3.10e-02    3.26e-02    3.7e-06
 195100      7.67e-02    7.27e-02      5.06e-04    1.38e-04      3.55e-02    3.37e-02    3.7e-06
 195200      8.14e-02    5.84e-02      1.16e-03    3.91e-04      3.74e-02    2.70e-02    3.7e-06
 195300      8.04e-02    6.76e-02      1.71e-03    4.79e-04      3.65e-02    3.13e-02    3.7e-06
 195400      8.28e-02    9.00e-02      1.29e-03    1.18e-03      3.79e-02    4.14e-02    3.7e-06
 195500      8.37e-02    6.49e-02      1.06e-03    8.69e-04      3.85e-02    2.99e-02    3.7e-06
 195600      8.27e-02    7.41e-02      7.71e-04    4.32e-04      3.82e-02    3.43e-02    3.7e-06
 195700      7.27e-02    9.08e-02      6.17e-04    1.54e-04      3.36e-02    4.21e-02    3.7e-06
 195800      7.37e-02    7.44e-02      1.98e-04    1.00e-04      3.41e-02    3.45e-02    3.7e-06
 195900      7.23e-02    7.98e-02      4.67e-04    1.37e-03      3.35e-02    3.65e-02    3.7e-06
 196000      7.38e-02    6.80e-02      1.42e-03    3.25e-04      3.36e-02    3.15e-02    3.7e-06
 196100      8.03e-02    7.98e-02      8.73e-04    1.87e-04      3.70e-02    3.70e-02    3.7e-06
 196200      7.52e-02    7.02e-02      5.42e-04    1.03e-03      3.48e-02    3.22e-02    3.7e-06
 196300      7.52e-02    6.35e-02      2.53e-04    4.86e-04      3.48e-02    2.93e-02    3.7e-06
 196400      7.63e-02    8.60e-02      4.57e-04    1.36e-04      3.53e-02    3.99e-02    3.7e-06
 196500      7.82e-02    7.92e-02      2.62e-04    1.67e-04      3.63e-02    3.67e-02    3.7e-06
 196600      8.11e-02    7.41e-02      3.51e-04    2.15e-06      3.76e-02    3.44e-02    3.7e-06
 196700      7.49e-02    7.69e-02      1.39e-04    1.91e-04      3.47e-02    3.57e-02    3.7e-06
 196800      6.54e-02    7.74e-02      4.71e-04    3.77e-04      3.03e-02    3.58e-02    3.7e-06
 196900      6.94e-02    7.43e-02      6.63e-04    4.99e-05      3.20e-02    3.45e-02    3.7e-06
 197000      7.74e-02    6.71e-02      7.97e-04    1.50e-04      3.57e-02    3.11e-02    3.7e-06
 197100      7.88e-02    6.83e-02      4.71e-04    4.82e-04      3.65e-02    3.16e-02    3.7e-06
 197200      7.95e-02    8.37e-02      3.55e-04    4.17e-04      3.68e-02    3.88e-02    3.7e-06
 197300      8.32e-02    7.17e-02      2.23e-04    1.32e-03      3.86e-02    3.27e-02    3.7e-06
 197400      7.34e-02    7.15e-02      3.63e-04    1.10e-04      3.40e-02    3.31e-02    3.7e-06
 197500      7.31e-02    7.71e-02      2.12e-04    2.89e-04      3.39e-02    3.57e-02    3.7e-06
 197600      8.04e-02    6.87e-02      8.29e-04    4.39e-04      3.71e-02    3.18e-02    3.7e-06
 197700      7.66e-02    7.15e-02      1.70e-03    1.81e-03      3.45e-02    3.21e-02    3.7e-06
 197800      6.79e-02    7.68e-02      5.39e-04    1.06e-03      3.14e-02    3.53e-02    3.7e-06
 197900      7.82e-02    6.46e-02      9.45e-04    6.87e-06      3.60e-02    3.00e-02    3.7e-06
 198000      7.50e-02    7.92e-02      7.04e-04    4.30e-05      3.46e-02    3.67e-02    3.7e-06
 198100      7.68e-02    9.32e-02      4.83e-04    3.35e-04      3.55e-02    4.32e-02    3.7e-06
 198200      7.16e-02    8.72e-02      3.21e-04    6.37e-04      3.32e-02    4.03e-02    3.7e-06
 198300      7.49e-02    7.24e-02      1.47e-03    5.89e-04      3.41e-02    3.35e-02    3.7e-06
 198400      7.50e-02    7.51e-02      7.38e-04    3.69e-04      3.46e-02    3.48e-02    3.7e-06
 198500      7.04e-02    7.81e-02      7.18e-04    6.82e-04      3.25e-02    3.61e-02    3.7e-06
 198600      6.73e-02    6.82e-02      5.70e-04    5.23e-04      3.11e-02    3.16e-02    3.7e-06
 198700      6.67e-02    7.22e-02      4.71e-04    2.54e-04      3.09e-02    3.35e-02    3.7e-06
 198800      7.72e-02    7.26e-02      5.79e-04    3.53e-04      3.57e-02    3.37e-02    3.7e-06
 198900      7.26e-02    8.68e-02      1.08e-03    8.41e-05      3.33e-02    4.02e-02    3.7e-06
 199000      7.36e-02    6.92e-02      9.16e-04    2.19e-03      3.39e-02    3.05e-02    3.7e-06
 199100      7.75e-02    6.38e-02      3.53e-04    2.68e-04      3.59e-02    2.95e-02    3.7e-06
 199200      8.17e-02    6.74e-02      1.45e-03    8.51e-04      3.72e-02    3.10e-02    3.7e-06
 199300      7.42e-02    7.67e-02      1.07e-03    7.37e-04      3.40e-02    3.54e-02    3.7e-06
 199400      8.27e-02    7.86e-02      9.32e-04    3.50e-04      3.81e-02    3.64e-02    3.7e-06
 199500      7.99e-02    8.12e-02      8.25e-04    1.18e-03      3.68e-02    3.73e-02    3.7e-06
 199600      7.09e-02    7.25e-02      2.09e-04    4.57e-04      3.28e-02    3.36e-02    3.7e-06
 199700      7.01e-02    6.22e-02      2.04e-04    7.08e-05      3.25e-02    2.89e-02    3.7e-06
 199800      7.90e-02    6.28e-02      6.72e-04    2.27e-04      3.65e-02    2.91e-02    3.7e-06
 199900      7.03e-02    8.27e-02      5.13e-04    1.08e-03      3.25e-02    3.81e-02    3.7e-06
 200000      6.93e-02    7.19e-02      5.53e-04    2.47e-05      3.38e-02    3.53e-02    3.2e-06
 200100      7.65e-02    6.60e-02      9.70e-04    6.04e-04      3.71e-02    3.22e-02    3.2e-06
 200200      7.29e-02    6.50e-02      8.14e-04    1.24e-04      3.55e-02    3.19e-02    3.2e-06
 200300      6.73e-02    7.25e-02      6.92e-04    8.18e-05      3.28e-02    3.56e-02    3.2e-06
 200400      7.25e-02    7.67e-02      3.83e-04    6.63e-04      3.55e-02    3.75e-02    3.2e-06
 200500      6.64e-02    6.65e-02      1.03e-03    5.11e-04      3.20e-02    3.25e-02    3.2e-06
 200600      7.40e-02    6.92e-02      3.64e-04    2.73e-04      3.62e-02    3.39e-02    3.2e-06
 200700      7.58e-02    7.18e-02      1.32e-03    5.18e-04      3.66e-02    3.51e-02    3.2e-06
 200800      6.72e-02    6.25e-02      5.58e-04    4.68e-04      3.29e-02    3.05e-02    3.2e-06
 200900      7.45e-02    9.21e-02      6.57e-04    3.05e-04      3.64e-02    4.51e-02    3.2e-06
 201000      7.24e-02    7.28e-02      7.86e-04    1.03e-03      3.51e-02    3.53e-02    3.2e-06
 201100      6.97e-02    8.44e-02      7.20e-04    1.16e-03      3.39e-02    4.10e-02    3.2e-06
 201200      6.66e-02    7.00e-02      5.13e-04    4.19e-04      3.25e-02    3.43e-02    3.2e-06
 201300      7.04e-02    7.41e-02      5.59e-04    2.29e-04      3.43e-02    3.63e-02    3.2e-06
 201400      7.79e-02    5.66e-02      1.31e-03    5.88e-04      3.77e-02    2.76e-02    3.2e-06
 201500      7.03e-02    6.48e-02      6.13e-04    4.44e-04      3.42e-02    3.17e-02    3.2e-06
 201600      7.24e-02    5.57e-02      6.14e-04    5.51e-04      3.52e-02    2.72e-02    3.2e-06
 201700      6.85e-02    6.35e-02      1.52e-04    3.17e-04      3.36e-02    3.11e-02    3.2e-06
 201800      7.20e-02    5.64e-02      6.57e-04    5.22e-04      3.52e-02    2.76e-02    3.2e-06
 201900      8.07e-02    7.11e-02      8.04e-04    4.06e-04      3.94e-02    3.48e-02    3.2e-06
 202000      6.91e-02    6.94e-02      2.71e-04    1.51e-04      3.39e-02    3.40e-02    3.2e-06
 202100      6.83e-02    6.63e-02      1.20e-03    3.72e-05      3.30e-02    3.25e-02    3.2e-06
 202200      7.17e-02    7.13e-02      9.77e-04    5.30e-04      3.48e-02    3.49e-02    3.2e-06
 202300      6.95e-02    6.62e-02      7.86e-04    6.13e-04      3.39e-02    3.23e-02    3.2e-06
 202400      7.06e-02    6.76e-02      5.77e-04    1.20e-04      3.45e-02    3.31e-02    3.2e-06
 202500      6.86e-02    7.18e-02      2.93e-04    3.68e-04      3.36e-02    3.51e-02    3.2e-06
 202600      6.75e-02    5.89e-02      6.44e-04    1.66e-04      3.29e-02    2.89e-02    3.2e-06
 202700      7.17e-02    7.24e-02      1.72e-03    1.24e-03      3.42e-02    3.50e-02    3.2e-06
 202800      6.67e-02    5.62e-02      7.18e-04    2.14e-04      3.25e-02    2.75e-02    3.2e-06
 202900      6.89e-02    7.77e-02      2.39e-04    2.97e-04      3.37e-02    3.81e-02    3.2e-06
 203000      7.11e-02    6.92e-02      8.01e-04    4.71e-04      3.46e-02    3.38e-02    3.2e-06
 203100      6.44e-02    6.50e-02      1.80e-04    3.96e-04      3.15e-02    3.18e-02    3.2e-06
 203200      6.53e-02    5.80e-02      5.25e-04    4.12e-04      3.19e-02    2.84e-02    3.2e-06
 203300      6.67e-02    6.88e-02      2.22e-04    5.54e-05      3.27e-02    3.37e-02    3.2e-06
 203400      6.96e-02    6.65e-02      5.02e-04    8.20e-04      3.40e-02    3.23e-02    3.2e-06
 203500      6.80e-02    6.09e-02      5.69e-04    9.54e-04      3.32e-02    2.95e-02    3.2e-06
 203600      7.12e-02    6.50e-02      6.51e-04    5.40e-05      3.47e-02    3.19e-02    3.2e-06
 203700      6.47e-02    8.70e-02      1.44e-04    5.41e-04      3.17e-02    4.26e-02    3.2e-06
 203800      7.29e-02    7.37e-02      1.28e-04    3.62e-04      3.58e-02    3.61e-02    3.2e-06
 203900      7.06e-02    7.15e-02      1.30e-04    1.13e-04      3.46e-02    3.51e-02    3.2e-06
 204000      6.97e-02    7.56e-02      9.69e-04    6.42e-04      3.38e-02    3.70e-02    3.2e-06
 204100      6.89e-02    6.45e-02      2.22e-04    1.15e-04      3.37e-02    3.16e-02    3.2e-06
 204200      6.84e-02    7.26e-02      3.54e-04    1.96e-04      3.35e-02    3.56e-02    3.2e-06
 204300      6.09e-02    6.02e-02      1.81e-04    1.38e-04      2.98e-02    2.95e-02    3.2e-06
 204400      6.01e-02    6.56e-02      1.68e-04    9.06e-04      2.94e-02    3.19e-02    3.2e-06
 204500      6.91e-02    8.01e-02      1.00e-04    2.83e-04      3.39e-02    3.92e-02    3.2e-06
 204600      7.06e-02    8.12e-02      4.74e-04    7.13e-04      3.45e-02    3.97e-02    3.2e-06
 204700      6.99e-02    7.39e-02      1.44e-04    7.35e-05      3.43e-02    3.62e-02    3.2e-06
 204800      6.53e-02    8.11e-02      2.35e-04    5.54e-04      3.20e-02    3.97e-02    3.2e-06
 204900      6.74e-02    7.92e-02      8.54e-04    4.93e-04      3.28e-02    3.88e-02    3.2e-06
 205000      6.75e-02    6.49e-02      5.71e-04    1.16e-03      3.48e-02    3.31e-02    2.7e-06
 205100      6.07e-02    6.24e-02      1.41e-04    4.08e-04      3.14e-02    3.22e-02    2.7e-06
 205200      6.44e-02    6.18e-02      7.47e-05    1.61e-04      3.33e-02    3.20e-02    2.7e-06
 205300      6.09e-02    5.53e-02      1.02e-04    4.00e-04      3.15e-02    2.86e-02    2.7e-06
 205400      6.08e-02    6.33e-02      8.61e-04    1.18e-03      3.11e-02    3.22e-02    2.7e-06
 205500      6.36e-02    6.99e-02      6.09e-04    1.25e-05      3.27e-02    3.61e-02    2.7e-06
 205600      6.38e-02    6.88e-02      2.74e-04    7.02e-04      3.30e-02    3.54e-02    2.7e-06
 205700      6.65e-02    6.23e-02      1.32e-04    3.48e-04      3.44e-02    3.22e-02    2.7e-06
 205800      6.29e-02    5.67e-02      6.70e-04    3.27e-04      3.23e-02    2.93e-02    2.7e-06
 205900      5.86e-02    6.82e-02      8.73e-04    2.60e-04      3.00e-02    3.52e-02    2.7e-06
 206000      6.47e-02    5.75e-02      1.94e-03    1.83e-03      3.20e-02    2.82e-02    2.7e-06
 206100      6.35e-02    6.66e-02      5.38e-04    3.86e-04      3.27e-02    3.44e-02    2.7e-06
 206200      6.74e-02    6.51e-02      1.30e-03    1.20e-03      3.42e-02    3.31e-02    2.7e-06
 206300      6.36e-02    5.70e-02      3.64e-04    7.66e-04      3.28e-02    2.92e-02    2.7e-06
 206400      6.12e-02    5.64e-02      2.15e-04    6.68e-04      3.16e-02    2.90e-02    2.7e-06
 206500      7.20e-02    6.31e-02      2.01e-04    1.96e-04      3.72e-02    3.27e-02    2.7e-06
 206600      6.39e-02    6.50e-02      3.06e-04    9.17e-04      3.30e-02    3.33e-02    2.7e-06
 206700      6.34e-02    6.20e-02      1.05e-03    2.79e-04      3.23e-02    3.20e-02    2.7e-06
 206800      6.11e-02    6.14e-02      2.92e-04    2.88e-06      3.16e-02    3.17e-02    2.7e-06
 206900      6.74e-02    6.77e-02      9.79e-04    1.32e-03      3.45e-02    3.44e-02    2.7e-06
 207000      5.89e-02    6.82e-02      3.98e-04    3.76e-04      3.04e-02    3.52e-02    2.7e-06
 207100      6.56e-02    7.45e-02      5.94e-04    2.47e-04      3.38e-02    3.85e-02    2.7e-06
 207200      6.63e-02    5.85e-02      4.99e-04    5.16e-04      3.42e-02    3.01e-02    2.7e-06
 207300      6.28e-02    6.04e-02      8.96e-04    1.43e-03      3.21e-02    3.04e-02    2.7e-06
 207400      6.48e-02    6.72e-02      2.38e-04    7.27e-04      3.35e-02    3.46e-02    2.7e-06
 207500      6.04e-02    6.26e-02      1.08e-04    1.41e-04      3.12e-02    3.24e-02    2.7e-06
 207600      6.16e-02    5.74e-02      6.37e-04    9.74e-06      3.17e-02    2.97e-02    2.7e-06
 207700      7.09e-02    6.13e-02      1.28e-03    9.15e-04      3.61e-02    3.13e-02    2.7e-06
 207800      6.31e-02    7.32e-02      4.36e-04    5.35e-04      3.25e-02    3.78e-02    2.7e-06
 207900      7.32e-02    6.34e-02      8.22e-04    7.41e-04      3.76e-02    3.26e-02    2.7e-06
 208000      6.90e-02    9.08e-02      1.12e-03    1.29e-03      3.52e-02    4.65e-02    2.7e-06
 208100      6.27e-02    5.87e-02      2.93e-04    7.92e-04      3.24e-02    3.01e-02    2.7e-06
 208200      6.59e-02    5.24e-02      4.00e-04    1.02e-03      3.40e-02    2.66e-02    2.7e-06
 208300      6.79e-02    8.00e-02      2.13e-04    2.11e-04      3.51e-02    4.14e-02    2.7e-06
 208400      7.71e-02    6.80e-02      8.57e-04    3.70e-04      3.96e-02    3.51e-02    2.7e-06
 208500      6.99e-02    6.52e-02      7.00e-04    4.74e-04      3.60e-02    3.36e-02    2.7e-06
 208600      6.35e-02    6.24e-02      9.62e-04    1.18e-04      3.25e-02    3.23e-02    2.7e-06
 208700      5.96e-02    6.54e-02      5.96e-04    5.97e-04      3.06e-02    3.37e-02    2.7e-06
 208800      6.34e-02    6.14e-02      4.04e-04    7.58e-04      3.27e-02    3.15e-02    2.7e-06
 208900      6.56e-02    5.54e-02      3.68e-04    5.38e-05      3.39e-02    2.87e-02    2.7e-06
 209000      6.68e-02    6.58e-02      2.11e-04    1.14e-04      3.46e-02    3.41e-02    2.7e-06
 209100      6.40e-02    6.05e-02      6.07e-04    3.13e-04      3.29e-02    3.12e-02    2.7e-06
 209200      6.43e-02    6.50e-02      2.46e-04    2.33e-04      3.33e-02    3.36e-02    2.7e-06
 209300      6.42e-02    6.54e-02      5.65e-04    3.42e-04      3.31e-02    3.38e-02    2.7e-06
 209400      6.64e-02    6.63e-02      4.48e-04    5.36e-04      3.42e-02    3.42e-02    2.7e-06
 209500      7.26e-02    7.14e-02      1.03e-03    3.80e-04      3.71e-02    3.69e-02    2.7e-06
 209600      6.87e-02    7.21e-02      5.02e-04    1.19e-03      3.54e-02    3.68e-02    2.7e-06
 209700      6.57e-02    5.68e-02      2.80e-04    5.53e-04      3.40e-02    2.93e-02    2.7e-06
 209800      6.26e-02    5.69e-02      4.12e-04    1.67e-04      3.23e-02    2.94e-02    2.7e-06
 209900      7.01e-02    7.26e-02      4.01e-04    8.34e-05      3.62e-02    3.75e-02    2.7e-06
 210000      5.83e-02    5.55e-02      4.48e-04    5.77e-04      3.16e-02    3.01e-02    2.4e-06
 210100      6.14e-02    7.09e-02      7.08e-04    1.33e-03      3.32e-02    3.80e-02    2.4e-06
 210200      6.70e-02    6.53e-02      2.98e-04    3.32e-04      3.65e-02    3.55e-02    2.4e-06
